order_id,order_item_id,product_id,seller_id,order_purchase_timestamp,price,freight_value,total_revenue,product_category
016a938f2b34aa5ef05027fc83f5b81b,2,304104a478e3a605db6072a22e4ee228,31da954dc0855f2495c6310f70a2f931,"2018-01-23 21:47:21",299,22.58,321.58,electrostile
0020262c8a370bd5a174ea6a2a267321,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,"2017-11-28 09:32:49",79.5,21.05,100.55,"Furniture Decoration"
02d273267575a29864f552b2de598580,1,9c0f79b9daf5436386477b4e17b94389,1025f0e2d44d7041d6cf58b6550e0bfa,"2018-05-28 17:31:20",150,9.67,159.67,"Furniture Decoration"
02d273267575a29864f552b2de598580,2,09c3a2ea33f044aebffecd6681e00133,1025f0e2d44d7041d6cf58b6550e0bfa,"2018-05-28 17:31:20",40,21.49,61.49,"Furniture Decoration"
0068fb0e223115e911d362627e8b8800,1,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,"2018-07-18 10:46:09",77.9,13.89,91.79,"computer accessories"
02a4b1835e0a493657a4d3281ca249bb,1,1a405418406359cc2b8815f93bf359c2,4d6d651bd7684af3fffabd5f08d12e5a,"2018-03-03 17:22:36",129.9,27.23,157.13,"sport leisure"
00b7174ea52bb811ebe2663add51afc0,1,cb3ad2d2499eebaa7ccb4fd1e7db9bc7,3db66a856d18a9cba7c9241fc5221c50,"2018-05-16 09:57:53",69.9,23.07,92.97,automotive
00a3a334aec7455a6d3319981499a3da,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,"2017-10-25 11:00:28",24.5,11.85,36.35,"Games consoles"
0132d77609dd6e1867515ec57d898c10,1,cdd68c0ef3e507db79631336cf9ec285,1025f0e2d44d7041d6cf58b6550e0bfa,"2017-09-27 01:15:38",78,21.35,99.35,"Furniture Decoration"
02f4dd90ba0feb8ec394cac05862d2b5,1,f3c62fde9d2e2acf6c7c46648571c070,e0eabded302882513ced4ea3eb0c7059,"2018-05-29 16:04:49",79.9,51.06,130.96,"Games consoles"
01500f2503fa84279982d9d87750021a,1,cdc4af478fef19f03f1d0353c00271cd,3d871de0142ce09b7081e2b9d1733cb1,"2017-09-09 20:02:13",19.9,12.69,32.59,"Watches present"
02b939dcd55f2b17680e10690deb08b5,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,"2017-08-06 11:16:03",75,13.08,88.08,"Furniture Decoration"
02b939dcd55f2b17680e10690deb08b5,2,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,"2017-08-06 11:16:03",75,13.08,88.08,"Furniture Decoration"
01e515b157491fa28d3b56e7ef342573,1,aa8d88eb4b9cb38894e33fa624c4287f,6560211a19b47992c3666cc44a7e94c0,"2018-04-26 07:27:33",55,12.83,67.83,"Watches present"
0123a055aa66357326dd6db066592a7d,1,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,"2018-04-24 14:11:16",53.9,33.93,87.83,"Garden tools"
0123a055aa66357326dd6db066592a7d,2,b0961721fd839e9982420e807758a2a6,1f50f920176fa81dab994f9023523100,"2018-04-24 14:11:16",53.9,33.93,87.83,"Garden tools"
00d1289d5125017a90e528b5a7cee91f,1,a60613d36f37a7b27d3344f40f6a7945,ad420dd0c4f92f8af951ac24b86d0cf5,"2018-03-15 11:11:52",160,19,179,"HEALTH BEAUTY"
0015ebb40fb17286bea51d4607c4733c,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,"2018-01-14 09:01:36",21.9,15.1,37,electronics
0152de20f6e09fb1133847df8babd490,1,fb19ac22e32dfecea21afbdde4b97b5f,17e34d8224d27a541263c4c64b11a56b,"2018-08-07 22:42:13",211.05,14.14,225.19,telephony
024554aeb0da84476f1c31a711e0990c,1,5edf955f0c8417e3fea7288360c2e22d,4200ddf1967c5e41e48db62bc6d4b5ac,"2018-04-18 14:22:18",17.9,17.06,34.96,"bed table bath"
024554aeb0da84476f1c31a711e0990c,2,188c9cb0aff9e485e3f84752731c633a,4200ddf1967c5e41e48db62bc6d4b5ac,"2018-04-18 14:22:18",17.9,17.06,34.96,"bed table bath"
013e9c654a339d80b53513da3c1ea437,1,bcac2cdcd851929a5caa3e1508d5abc9,0adac9fbd9a2b63cccaac4f8756c1ca8,"2017-06-18 13:48:48",109.9,13.11,123.01,housewares
03229ded9d99164ee8bac7116050dd23,1,7cd29da0653abeb444703cc5a957f479,620c87c171fb2a6dd6e8bb4dec959fc6,"2017-06-03 10:35:15",37.9,15.1,53,"HEALTH BEAUTY"
012bea13f9a355c983efb59a3f23583a,1,0ce1e35bdc6af7e582e7ef9363e29b5b,db4350fd57ae30082dec7acbaacc17f9,"2017-11-24 16:17:39",21.99,15.1,37.09,telephony
011f9dff2545a2cf8ac1809faed3ec88,1,8d1224321dc883703df71dcb5be296b3,cca3071e3e9bb7d12640c9fbe2301306,"2017-08-01 19:00:07",109.73,16.53,126.26,"bed table bath"
023af4b88d12c9f3f56bcb55da0450c5,2,f1b067568bb39768f754b0d1ab1abcf6,3d871de0142ce09b7081e2b9d1733cb1,"2017-12-09 17:31:45",99,3.25,102.25,"stationary store"
033cf810fd3523203bbbf2ff579a7a4c,1,da2cfe68ae3f2f454b5aba2ee09ab5c4,e5a3438891c0bfdb9394643f95273d8e,"2017-12-03 23:13:23",27.3,8.11,35.41,"Fashion Bags and Accessories"
016f868b096c236312e8bcb818ccd11d,1,429de6049b45a9fcb96aff1603f55d3c,9f505651f4a6abe901a56cdc21508025,"2018-01-27 19:24:57",29.99,7.78,37.77,"Cool Stuff"
024d4903890a56c2e98df63a32206bd9,1,2b0ee2d07306f7c9ac55a43166e9bb4b,1900267e848ceeba8fa32d80c1a5f5a8,"2017-11-04 09:51:58",59.99,16.18,76.17,"bed table bath"
032a688c9db451501788d95c7f794ed6,1,1906cb28cdc0781f04a95d4d3d0d980d,e5a3438891c0bfdb9394643f95273d8e,"2017-09-18 21:18:37",27.3,15.1,42.4,"Fashion Bags and Accessories"
01b241fa1421c8284e8c1029a503360f,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,"2017-11-29 23:32:52",59,17.66,76.66,"Garden tools"
02a98752595ee9d94c570ad3e18055b4,1,11dcc970f7a5581e1bf777b6da3f7096,06579cb253ecd5a3a12a9e6eb6bf8f47,"2018-08-02 12:05:59",68.9,11.5,80.4,housewares
002955b0acc63d04f6724a31967e82bd,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,"2017-12-18 13:43:54",120,15.59,135.59,perfumery
02fc75303e2529f036cb819168fa21a0,1,8fc31e1c7f966b5262cfcc89e159d9a7,fd386aa7bed2af3c7035c65506c9b4a3,"2018-07-17 20:10:33",50,18.45,68.45,"stationary store"
00c8be06a8029e300dabd52c7d4c6ad2,1,5d66715cc928aadd0074f61332698593,128639473a139ac0f3e5f5ade55873a5,"2018-02-11 00:36:56",19.9,15.1,35,electronics
00b47ee856118583dbec7d1f9b18d847,1,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,"2018-03-26 19:58:48",13.65,15.23,28.88,electronics
018cb6a10649393055c272ba2984e8bb,1,3c949f7dabf571691248f935a0063fbd,ececbfcff9804a2d6b40f589df8eef2b,"2018-04-03 18:28:35",56.8,18.28,75.08,"HEALTH BEAUTY"
01cbdb2a8c075eaf248af643b3389f73,1,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,"2017-07-09 21:20:44",106.9,38.3,145.2,"Bags Accessories"
021397df4601b61a8bd063be9b5c54a0,1,0c4e43e25f781898363a83f9a7390ebb,48162d548f5b1b11b9d29d1e01f75a61,"2017-11-16 17:53:31",109,8.35,117.35,"computer accessories"
021397df4601b61a8bd063be9b5c54a0,2,0c4e43e25f781898363a83f9a7390ebb,48162d548f5b1b11b9d29d1e01f75a61,"2017-11-16 17:53:31",109,8.35,117.35,"computer accessories"
021397df4601b61a8bd063be9b5c54a0,3,0c4e43e25f781898363a83f9a7390ebb,48162d548f5b1b11b9d29d1e01f75a61,"2017-11-16 17:53:31",109,8.35,117.35,"computer accessories"
01b6d15407d425529cbf0ec96258cb84,1,78c3942245093508f8e17ffc06a0dfcf,4830e40640734fc1c52cd21127c341d4,"2018-03-12 21:47:09",29.99,12.79,42.78,"Furniture Decoration"
0178ff2480e2e8fb84d456dd3dc3d777,1,609c35bf8122d5ab8186ed7a6bfcd843,7d456afc660226829370f3173d14520c,"2018-03-25 13:48:39",7.5,7.39,14.89,"HEALTH BEAUTY"
0178ff2480e2e8fb84d456dd3dc3d777,2,609c35bf8122d5ab8186ed7a6bfcd843,7d456afc660226829370f3173d14520c,"2018-03-25 13:48:39",7.5,7.39,14.89,"HEALTH BEAUTY"
0045e3085f083f0f38d24bb3f22e6593,1,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,"2017-08-10 16:13:36",116.9,13.84,130.74,"HEALTH BEAUTY"
017c9c82265e832840e4209750680e94,1,59089e1668cc247d055ca3f9149093fc,6a51fc556dab5f766ced6fbc860bc613,"2018-03-05 18:13:17",159.9,25.96,185.86,climatization
0282e83acfe3e7aaf60c871a4a9aca61,1,3faadd91c89ff779e6cd1fd09a46ee39,db4350fd57ae30082dec7acbaacc17f9,"2018-05-10 20:50:49",58,31.12,89.12,"HEALTH BEAUTY"
005b49de51a4e006055e8487a50ad8e4,1,381169576b9f3c083a1c3261da161a3b,8c16d1f32a54d92897cc437244442e1b,"2017-04-09 13:35:38",46.86,14.52,61.38,"computer accessories"
025a244ae3d5e6c53b7f9c902643f510,1,b3cf0a98f31b76ed0cec13d9c77102c4,1bb2bdb95f4841f1bba2c0d2cd83d3c9,"2017-08-15 14:37:16",27.93,14.1,42.03,"Market Place"
022e34b10acb0f74f51f03b3bf8d996d,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,"2018-01-11 16:15:43",89.99,16.39,106.38,"HEALTH BEAUTY"
0029c5db35ef291ce99d1262012e7daa,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,"2018-08-25 00:09:40",492.75,21.62,514.37,"HEALTH BEAUTY"
0323ff12c1df8a359930ac6b84a32653,1,f043e249c55c1ab30bd9761c2294911f,aa762680c40618316a896838866140ea,"2018-05-11 17:57:27",87,27.67,114.67,"General Interest Books"
01d907b3e209269e120a365fc2b97524,1,b1434a8f79cb3528540d9b21e686e823,d1c281d3ae149232351cd8c8cc885f0d,"2017-08-09 16:21:06",151.99,17.77,169.76,"bed table bath"
00335f75ea6a4455b524a8dd177067f5,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,"2018-04-25 21:47:26",168.8,8.21,177.01,"pet Shop"
01aa38b66d95377a4f276f78742aca15,1,e7db7c40ea6647c808d48581f1308d88,1d8dbc4f32378d715c717c1c1fc57bae,"2018-03-01 13:16:25",109.9,12.72,122.62,babies
0143924743f240e1fdcd6a8918fbe147,1,29427de7f8a9ee983d9dbc51cec569b4,7a67c85e85bb2ce8582c35f2203ad736,"2017-07-18 17:52:06",99.99,11.9,111.89,"Cool Stuff"
0307d42d9c781d32f86cdf1fa5c8670b,2,810cb3c5af006624fa32d362077af85f,373ee4a3a775a733770ca3f790b8b9ac,"2017-03-16 10:03:18",50,12.9,62.9,"sport leisure"
0307d42d9c781d32f86cdf1fa5c8670b,1,fb00f51d564e36645bf7eab56ce5fd43,373ee4a3a775a733770ca3f790b8b9ac,"2017-03-16 10:03:18",80,9.57,89.57,"Cool Stuff"
0259b4edb1ee1ebd0263f59bd790a938,1,c1000786be861c72021fee27d0add9fd,2a1348e9addc1af5aaa619b1a3679d6b,"2017-09-01 03:12:29",54.9,14.13,69.03,"HEALTH BEAUTY"
00b2d2f2b5f7b98e6b1828764660134e,1,e0d64dcfaa3b6db5c54ca298ae101d05,7d13fca15225358621be4086e1eb0964,"2018-08-09 08:27:54",146.01,13.68,159.69,"Watches present"
01c95de6d0852189b4d6b6d32a3c8e0c,1,5bd6493a2d5a384987386f2696bae33d,92eb0f42c21942b6552362b9b114707d,"2017-08-03 23:13:48",19.99,7.78,27.77,telephony
0081ce648af7d6a7bac2a93b6035d1e3,1,1d417ca09479182e9fdf13a1c77c309f,54965bbe3e4f07ae045b90b0b8541f52,"2017-11-08 13:38:11",99.9,17.95,117.85,"bed table bath"
016e4acfc34b9f2abc69795f47c92f0e,1,b1cbf530dc2a793ced8e0768ffcce501,1ca7077d890b907f89be8c954a02686a,"2017-09-15 13:53:55",45,7.78,52.78,telephony
0286c83491d80e29a5f16c150abb76b2,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,"2017-10-29 16:45:18",29.99,7.78,37.77,"Furniture Decoration"
00858d03144cc35cfd1dd043647e7c88,1,e40fa115d27ea4a80bf2136d5f0cfcd7,d91fb3b7d041e83b64a00a3edfb37e4f,"2018-03-14 22:53:09",165,19.03,184.03,"home appliances"
0260b4ed1d24feacffa9d9783016a467,1,98e91d0f32954dcd8505875bb2b42cdb,01cf7e3d21494c41fb86034f2e714fa1,"2017-03-21 17:14:02",59.9,15.63,75.53,climatization
004ba47bb589cdbc485e6025bd6d3c81,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,"2017-12-25 20:40:15",49,11.85,60.85,telephony
02c9fa29186a8d00b3e73d3837ea40e5,1,f63e5eb82736ac58d9d286f64fe5c44f,08ad4ac1388e4420ca531c3edfc46198,"2018-08-18 18:52:16",25.99,18.25,44.24,"pet Shop"
01c2c8708930c4fb8ed278dfe7ec93c7,1,d2e8130fbec52f5dac0571ea1993f28a,f262cbc1c910c83959f849465454ddd3,"2017-11-26 20:19:15",239.99,17.44,257.43,"computer accessories"
0084209c576daad6ff4534902fcb4892,1,7340a3839a1de1e99d149b8cf052a2ec,4a3ca9315b744ce9f8e9374361493884,"2017-07-05 13:14:26",69.9,15.24,85.14,"bed table bath"
0256530d814cde05587fcd8e1b992bc8,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,"2017-09-28 23:57:42",325,18.71,343.71,"HEALTH BEAUTY"
0020a222f55eb79a372d0efee3cca688,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,"2017-08-15 02:45:18",29.99,15.1,45.09,"Furniture Decoration"
00337fe25a3780b3424d9ad7c5a4b35e,2,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,"2017-09-25 17:39:29",59.9,9.94,69.84,"bed table bath"
00337fe25a3780b3424d9ad7c5a4b35e,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,"2017-09-25 17:39:29",59.9,9.94,69.84,"bed table bath"
02e275a40a23c32f81e13045c84b5a19,1,5c087f345e870429ec3ea20a49a79735,7c67e1448b00f6e969d365cea6b010ab,"2017-11-10 21:49:33",196.99,35.54,232.53,"Furniture office"
0216b8a71f44f126ac083fa5d639fe47,1,9048cbd294fe0c1a3ec8c8248bc2cadd,6d66611d7c44cc30ce351abc49a68421,"2018-08-19 00:17:45",59.9,17.63,77.53,"musical instruments"
022cb45264ced2571bbbd8e231838100,1,216bb0e0cd43ffd832e0973d35e0377e,955fee9216a65b617aa5c0531780ce60,"2018-06-03 00:21:24",45,7.39,52.39,"Construction Tools Illumination"
