order_id,payment_sequential,payment_type,payment_installments,payment_value
5e5d1342989d05440629e2162fa52d07,1,credit_card,1,48.61
14d9794bbb53614d12cc2df6a045f82b,1,UPI,1,116.7
a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42
31f8013402a0749b3ab433b1aee11754,1,UPI,1,42.19
4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02
96cc8c42014ddb42a775da9a45ae3f76,1,credit_card,2,203.3
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35
f244841f5a461472de8de82f023b1371,1,credit_card,10,116.05
3597f6476c27b4e1cc2f58588116f8f5,1,UPI,1,85.14
242e24b7eaa9f48cde9d679f8591124d,1,credit_card,4,236.66
18259631aab7299bf25f83f5eac4c8d1,1,credit_card,4,220.3
14c0c0bebe2cd50fb1dbdee84fbae03a,1,credit_card,1,180.55
3b697a20d9e427646d92567910af6d57,1,UPI,1,45.46
55c0b6b41ce482c3f77407ef43fc6bad,1,UPI,1,26.08
53035288acc866ee15423b4293722b46,1,credit_card,1,375.74
845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41
953b6636ab2347a8ba37a16770db47f9,1,credit_card,10,379.07
886b114d034f4ac1d39d964c1b2a8182,1,credit_card,10,2027.16
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5
2d1d5777f29a8ee6593cf90b85afb5b6,1,credit_card,1,91.17
aa600269bffea363cca75ad2d1908903,1,UPI,1,93.26
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30
0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96
65c863d90026e9dd4888e28d2135c983,2,voucher,1,50
62d9b911d7c56cf455f660eecb8ddd3a,1,credit_card,10,1002.73
279cc62fe9c5a9e6a7ad5a7536560944,1,UPI,1,116.56
e6ed38386107802a72ec8197195f79a7,1,credit_card,2,240.52
4a4ed9ed7922304a569ed850baba99c6,1,credit_card,3,33.13
3f5a1c29c5881cc9902ed702efbdde45,1,credit_card,1,213.9
1594012ccc1b0770373ce691d697e5ae,1,credit_card,8,362.17
2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72
bc3d816db1aa7215dbde5b1b00d3d32b,1,credit_card,2,46.85
67c8c2016ddabf0059783eb44e921f99,1,UPI,1,68.54
07d13d352c85dfbfa60dc56dea818335,1,UPI,1,32.62
b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08
9d8065ae4c6f5725ee052d02ab00f64e,1,UPI,1,82.06
d9d104af1ea99e0b7f6b0644eedc74d0,1,credit_card,1,40.95
9e59025992bd64bc26551391ed44a450,1,credit_card,3,67.01
591083bc42b589c7052118aa83118e76,5,voucher,1,20
79b63d1f9cf0257b33b04fbfb0847cba,2,voucher,1,76.9
7327c30a5230ce07bc2c7a695d553a00,1,credit_card,4,40.27
3b9e43d6eba694f8a29c11ee67a04f2c,1,credit_card,8,242.1
1e6d912e4c63965bb9eccf0cc765fc24,1,UPI,1,207.24
57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56
d4fdb2be174c84a6409a3968c55b01c5,1,credit_card,1,39.92
e1b6234c322ab01a32771bf57c597043,1,credit_card,8,156.09
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5
c1b770015e27aaf2b475026989d04fe0,1,UPI,1,137.73
1a9b986cfe31ed59c5a6c00287db7e74,1,credit_card,1,31.75
66f249e4d7ab2f3872de7bd6d74719dd,1,credit_card,8,348.77
c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22
648b4f683ccf074ebe65a73c8096dd18,1,credit_card,4,139.87
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1
afd0dbbab8e90d099aaccdd8ed7d5f26,1,credit_card,3,269.46
2ad6c6594bf0917a25ff8b8918d4b7b0,1,credit_card,1,40
774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09
332c6742772f2df936696b6512b10edb,2,credit_card,6,134.55
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73
d087b8e096ca051f548e29b324272834,1,UPI,1,72.05
5262eaeb971616ffef822379ed91896f,1,credit_card,1,0.67
52636dd3c039f62169b0eb724af63047,1,credit_card,2,77.77
aa7c35fd606f4275e267e859c6a84d0f,1,credit_card,2,26.68
caca64f71d73695719939294fa88c791,1,credit_card,1,371.42
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71
fa12564d7462c9a851c79c301bcb97de,1,credit_card,3,103.79
9c96fac210f67f329b80d898001fee09,1,UPI,1,65
85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8
11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09
9062b998bfc2521b3978b34034ba6e1e,1,credit_card,1,125.41
31be75ffd0c4b58ca777e72cd2352b14,1,UPI,1,95.99
999d0185fdc3859e118a76c1e7d8dfe4,1,credit_card,2,25.33
6cdb86865449a92089579ea715e1c1d1,1,credit_card,1,52.57
50bf77081d0fdd2e57dcff0acf8fefeb,1,credit_card,2,145.58
d121cbcb7091fbd55ad0344e0f045982,1,credit_card,3,49.7
37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43
3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57
ae1126b6891f58552443772c80b1f562,1,credit_card,1,133.81
d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23
068176c8a0550b07cddf7e05c8d55319,1,UPI,1,123.82
9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66
7a1ba14765ea354929894e667c06f386,1,credit_card,1,89.88
4b5648d8399ea47a4c323499045aaefc,1,UPI,1,32.38
52b5d339bbba7bd8f18ca836ab540227,1,credit_card,1,43.08
3a1a92434eae60a4f44ad7ebef65c3e7,1,credit_card,1,254.58
dc400373e624e9b0435847a79813c658,2,voucher,1,48.91
9f1cdc0e091b90e61836ddc009a60ef2,1,credit_card,4,48.22
d9952ada4955694cae66806b7d5ac6ca,1,credit_card,6,67.58
251d586514cbf0cace61e03c54a7bf1c,1,credit_card,10,311.18
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14
6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68
7c3e71109e904d8e0c8d034456f87eca,1,UPI,1,404.88
881206af1a6a9cd34119b99782759dd4,1,UPI,1,44.77
f86d7bc39aab05299691322044b63bb2,1,voucher,1,1302.42
5f082a502d1fd6f19d32897c2c2cbcec,1,credit_card,10,645.8
27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39
cc1cc1d6081f7f07a16cc1a3e4ba0b78,1,credit_card,10,208.41
76b8568803f110a59ece4167463a4a7e,1,debit_card,1,76.39
51e88bc351dd268bb9c9e78d263c4a06,1,credit_card,2,67.42
a5b431090739891ac76875d9ad9bff23,1,credit_card,4,232.05
ad62ce74c314772d34c956d73fb305f3,1,UPI,1,69.33
a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2
da46439d7d06cf02cb44d0908ecc3575,1,UPI,1,41.86
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50
1c67e99dc37224bf3ad220ae2368c068,1,credit_card,1,106.96
4ff8e28200e5a7a50b448cfaaf1f8ed3,1,credit_card,10,2288.31
33ebbe6b176d53190194b5b05cf69330,1,UPI,1,69.9
2176f1406c11f07dcdea94931730770d,1,UPI,1,88.08
08935d5052c6414b1960eb67796d01f5,1,credit_card,4,117.39
f553b61e2a7f6dc62c5f8de4ffb4a031,1,debit_card,1,194.91
1966886b80f14d0588adf6406afb0026,1,debit_card,1,68.89
f6ed483455295c6e7544f141244cd981,1,credit_card,2,151.51
bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85
32d8aa395f9c9f357e1e3f7b214b9082,1,credit_card,1,103.68
b798fc527c548bfa5f069b5b29195275,1,debit_card,1,225.63
6c936253ed9ab81f5293da5081ba8a9a,1,UPI,1,39.6
dcec2b3be8c3d53056fe63381b2a6cfe,1,credit_card,10,159.18
90eaac01afdf4e531a70ad869e092c75,1,credit_card,1,234.43
a04639b53f2cbd1f77b63ed44168566e,1,UPI,1,44.83
97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44
7cb79316d2abe37e16ec83a07afb2895,1,credit_card,1,13.55
7250e10eca3d7f71a091ac5752d3228f,1,credit_card,1,221.96
cf8ace9395d2ee06b4b513df8ba682b3,1,credit_card,1,52.38
101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47
24abd231b3f48073eb9bc660b3eea5fd,1,credit_card,2,38.06
bedff73fa5a137527ba9314cac93b7b3,2,voucher,1,35
808c4b75909ba91f23c1ef928f396822,1,credit_card,3,143.65
c1310d06e793969c9dfc72a433db577f,1,credit_card,3,86.73
9144181fd06902570ce9c34860652f55,1,credit_card,5,118.35
d189b98b9c4f5325db664c5455fe927c,1,credit_card,1,341.58
2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42
7354aed5e2d142803a8121059f1e9324,1,credit_card,4,68.16
ab85e3c92c828eb802fd91345e45d92e,1,credit_card,10,357.97
b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99
f0d8a84693b073fa90c69667c924ff8f,1,UPI,1,92.57
35bf7f86bc7add201e5b6573052157f0,1,credit_card,2,68.35
56ba89857b4e6eb192108f310a81163b,1,credit_card,13,197.23
0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67
440a666da55232dbd02bb270c7ac7d8c,1,credit_card,3,46.43
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03
f6eb6190398bfb32871584bd111dec04,1,credit_card,5,119.45
6b58f3523e45f9838f702acbc21e2f51,1,credit_card,1,44.23
210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
f1b7c83171b22e2babd61eb8501d58d5,1,credit_card,2,44.27
bb2d7e3141540afc268df7ef6580fc75,1,credit_card,1,37.15
1f31fc163d36ff823c54a14e947b5bc8,1,credit_card,2,114.13
d4c46523b1239f182b74fb0ea1c27f32,1,credit_card,1,396.97
88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85
73596e67516934a7fe64cc6ca6d75545,1,credit_card,3,62.11
e9da0d015d8dbc78a000c0b78cc87728,1,credit_card,2,25.23
e6f98f32bf5e724269a5e9cb2529f2e3,1,credit_card,5,153.22
acd76a8508680cbb5d4c04707be03f87,1,debit_card,1,145.01
aeb81ccabe4f164a26e763cd5b07fd99,1,UPI,1,70.89
d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34
edb14cad806f8ea19a08ed06c26726a2,1,credit_card,2,31.38
6225c94031a1e372349fa17f1891317d,1,credit_card,5,256.5
c8e19a0edcf6fd34024a2f7fe5f85ef8,1,UPI,1,341.4
984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99
29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
ec5cf2317f5141a62836da8e71586eb6,1,credit_card,8,232.27
3ba1ccc3882bd7df61ee5030f44ec1d2,1,credit_card,5,194
5b2f1ff03b77977af4258e7cfc2ec799,1,credit_card,1,260.57
490f30e8fa50cb3ef01058c9ab43048d,1,credit_card,1,49.59
191a21c0a0934fdb7dcd56c6b28a8682,1,credit_card,3,196.55
a23c7a7d06f1f8e9f6e45f934c7e106b,1,UPI,1,245.94
621b8e90f6fd06a792af8bdbbaf64a92,2,voucher,1,72.42
e4fe84926e03b0030e643318464be6a7,1,credit_card,2,217.15
4801b9cf238c2c9098bd66a5f092c2da,1,credit_card,4,152.28
37c755c6df4b61c5b4cc40361ae57588,1,credit_card,3,72.34
d232a4685c8ddfc98307d91978aebfa5,1,credit_card,5,128.95
2d5b43766328f55157cae1e85e1dd475,1,credit_card,1,56.85
07a26b88cc90e93f5c9401de11a60793,1,credit_card,1,20.29
ce7cf6dd8f80dfb98716950ae40eca59,1,UPI,1,171.75
bf5099786cc9dcd17a4961c9406fb3f3,1,credit_card,1,85.82
4cc95216e51190048472a2baf6fa53ee,1,UPI,1,56.05
1c859fbb6e7f238f3f6134628b845f3a,1,UPI,1,26.09
5eca2113141f2c0e048b11bdcb7a0371,1,credit_card,1,41.17
ada812c7806382c3085a5f5024bc17ca,1,UPI,1,37.25
ad2e046d1a59ee49ddf9ae258360b81b,1,credit_card,5,135.13
9027f38fa8afb91a7ad77fd92abf97a1,1,credit_card,5,477.45
cd82b3b68f4843cceb338d860b8aa006,1,credit_card,2,440.12
6c721c8ce1b433e68655575af4955976,1,credit_card,1,67.7
e199c3b74cd391568e7c99aa28b0f274,1,UPI,1,168.51
94a71bedec852e752e86d530d03d6061,1,UPI,1,31.86
64d6282bba1a1c015acbdcacca391253,1,UPI,1,40.87
49f62326ab0dc444db19abf56861df10,1,credit_card,10,109.59
0e2b7e9ea88624cc24fe978983190dea,1,credit_card,3,206.87
cfae1e992eeb0f51ba0de3ddb87b33da,1,credit_card,1,134.38
99396be04e138247e9fc0528a62e0919,1,credit_card,1,56.06
c776863a93dc0740c6e7d78104b21413,1,credit_card,3,264.08
ff2debba53c9c8185f517f7b3a936aed,1,credit_card,10,240.77
7cf01fbc143d74367eedc9b9f8fbf437,1,credit_card,2,91.72
c8ea1ac95f4f994f94fb57e99dcca985,1,credit_card,4,49.01
c24a00c414738de9ee6121f179ebba9c,1,UPI,1,107.87
cee90a4ed9adb7e720e6007bcc43e4e3,1,credit_card,3,62.01
ddc5ef5f86c69f1a29ff3e05e3fc54ab,1,credit_card,1,36.69
dd691e4f12c592067339680ffc3dd443,1,credit_card,3,35
a144da15ca9cb1ebccf012a14736c54d,1,credit_card,8,256.37
ce70855bb79f7086da0e4974f7324ac1,1,credit_card,1,47.84
8f4be74e60d163c72a59ba577a642d70,1,credit_card,5,125.87
f26bbe1ba1d50321617831285d0fe62c,1,credit_card,1,42.39
7246a71d326111872bfdfd34f495dc4f,1,credit_card,5,117.53
e65f1eeee1f52024ad1dcd03447f7482,1,credit_card,1,43.28
d2ebd7492d92dfb6a5737ba33a58f920,1,credit_card,4,144.54
8e6df87600aae0285919b5529f7f0bfd,1,UPI,1,126.48
b45255a6696ebb8f53915a109a16458a,1,credit_card,4,125.29
bfc9f97fc7ddacf8a3c33c4b2bd15a93,1,credit_card,2,229.74
9d4fe519c77c087d5a1bd73637c5c6bf,1,credit_card,1,124.6
fb6343faebbbee8c21d59d4ae59477a8,1,UPI,1,143.86
2df8ef770ee7c12291ed7811f4f414c5,1,voucher,1,56.89
75450feecb51c39e54f4bd4c74b867e5,1,UPI,1,46.78
d3f44296d90a42d3ec4b52b18654e87a,8,voucher,1,3.98
87b8f9f472fb04cdbf53fb55a3591b5f,1,credit_card,3,72.66
9a8743fed3cc7a477eb92cb0ca0e7d26,1,UPI,1,50.1
d0e9849de800fdb4cb3b5e6d42c6b367,1,UPI,1,85.79
838411338443a817cfb4c26f0f7a9c9a,1,UPI,1,63.7
ce6d150fb29ada17d2082f4847107665,1,credit_card,10,1586.47
bedae8df4e37a65ccbec319872296b89,1,credit_card,3,433.07
16b6123f7077419424bf89af74e2d054,1,credit_card,10,642.02
e147052b9ecc00bf938f9e8581944207,1,credit_card,4,263.95
18dc026cdb7d39abde1489c336528961,1,UPI,1,134.99
06ff6cb289c9f1d1ccacc6764874e3c2,1,credit_card,1,57.89
4436eb8a73f08dc5c4ba8b1e5b96d290,1,credit_card,1,383.99
dbdcb70ae949e4cce08f59bfa7e4604b,1,UPI,1,159.31
fff7c4452f050315db1b3f24d9df5fcd,1,credit_card,1,756.91
ed90ba41c41da31da8e891ff43a584d1,1,credit_card,7,156.22
0bdb173bda4bf7e4109fe707c309252a,1,credit_card,10,132.95
5b7c6dbea3e21dc6314451ed73907c0c,1,UPI,1,48.27
47d051e89cf6490245136694a26a4395,1,credit_card,5,107.35
0cd19e832fefb17664d1a294b90ad192,1,credit_card,10,110.2
9786fe4bfc559809a4bc1a58b72e2077,1,credit_card,8,368.92
0fe5bc7345e72628330234915ed373bd,1,UPI,1,106.85
817e8b5495d2b31da82dfe5a89aacdba,1,credit_card,8,281.5
22543080a0066963931832c0df11b2be,1,credit_card,2,54.25
8ff5ec04a3f395979b2371a0a9ef4136,1,credit_card,5,121.78
257699bfe87de4eac234324e88db828a,1,credit_card,2,102.26
386a7bf9de133efa1516c4145330f3a6,1,UPI,1,90.62
a72d1276fd9d74c154120c3a11eba771,1,UPI,1,75.69
e74c5411558a7a26de918d23a07e1cef,1,debit_card,1,42.86
2b49d60af10ea7e2443376987ec8a184,1,credit_card,1,35.7
c047e1042ab337c92ea23d512b54c5bf,1,credit_card,10,444.25
a132f4bdf1eb9803546cef73ca7bd322,1,credit_card,1,69.16
683bf306149bb869980b68d48a1bd6ab,2,voucher,1,30
6df674fd09d933a85574460e32a94e23,1,credit_card,2,65.71
5795989efabaace15f06689b3ab3c4c1,1,credit_card,1,29.29
440b07cde0dc78d377c42d29845bcafd,1,credit_card,1,37.74
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30
ad6137b47c7f7c1c621f4de13c3d5bc9,1,credit_card,2,145.9
f6e638ae1f17003aac1cb6dc6a93ba73,1,credit_card,1,79.88
c8f8f9f5df7a6ce2beaa9de85fbf8ca1,1,credit_card,5,108
1dfbde97fe9eccbac2db9ab2f3d45a9b,1,credit_card,6,348.74
6760e20addcf0121e9d58f2f1ff14298,1,credit_card,6,88.78
ac3143c0b6db91dd3ca4ab4d8a8243eb,1,credit_card,4,953.71
68051b9b65c4b30fc1252a2b69fe1d0b,1,credit_card,6,125.77
8a170c32858870f69d7a3477fcca9a4b,1,credit_card,3,64.05
242bc9216a7d8514ba8d435a96d63c3d,1,UPI,1,127.69
